id	gene	deltaPSI	deltaPSIc	z	p	q
chr3_112713982_112714112_+	GTPBP8	-0.28	-0.265	-2.47	2.17	0.42
chr14_103363598_103363738_+	TRAF3	0.05	0.065	0.79	0.67	0
chr11_103325914_103326023_+	DYNC2H1	-0.02	-0.015	0	0.3	0
chr5_74981032_74981309_-	POC5	0.06	0.075	0.89	0.73	0
chr5_74984837_74984990_-	POC5	0.05	0.065	0.79	0.67	0
chr3_11374446_11374567_+	ATG7	-0.11	-0.095	-0.79	0.67	0
chr11_107216140_107216216_-	CWF19L2	0.11	0.125	1.38	1.08	0
chr10_115486064_115486193_+	CASP7	-0.07	-0.055	-0.4	0.46	0
chr1_155234012_155234091_-	CLK2	-0.02	-0.005	0.1	0.34	0
chr8_82588469_82588514_-	IMPA1	-0.08	-0.075	-0.59	0.56	0
chr1_28343665_28343750_-	EYA3	-0.03	-0.025	-0.1	0.34	0
chr1_155238499_155238583_-	CLK2	-0.64	-0.615	-5.92	8.79	5.62
chr3_11849809_11850057_-	TAMM41	0.12	0.135	1.48	1.16	0
chr17_58700882_58701110_+	PPM1D	-0.08	-0.065	-0.49	0.51	0
chr20_35315895_35316015_-	NDRG3	0.03	0.035	0.49	0.51	0
chr2_234758409_234758505_-	HJURP	0.01	0.025	0.39	0.46	0
chr2_237995375_237995439_+	COPS8	0.07	0.065	0.79	0.67	0
chr3_11872196_11872348_-	TAMM41	0.02	0.035	0.49	0.51	0
chr8_82614779_82615100_-	ZFAND1	-0.03	-0.015	0	0.3	0
chr8_82614917_82615100_-	ZFAND1	-0.03	-0.015	0	0.3	0
chr5_76736642_76736822_-	WDR41	-0.04	-0.035	-0.2	0.38	0
chr17_17067423_17071229_+	MPRIP	-0.02	-0.015	0	0.3	0
chr6_5000797_5000865_-	RPP40	0.03	0.035	0.49	0.51	0
chr17_59926490_59926617_-	BRIP1	-0.17	-0.155	-1.38	1.08	0
chr5_76745629_76745695_-	WDR41	-0.04	-0.025	-0.1	0.34	0
chr1_155580216_155580351_+	MSTO1	-0.02	-0.005	0.1	0.34	0
chr1_28818162_28818299_+	PHACTR4	-0.02	-0.015	0	0.3	0
chr19_16763167_16763772_-	SMIM7	0.06	0.075	0.89	0.73	0
chr3_119219542_119219707_+	TIMMDC1	0.07	0.085	0.98	0.79	0
chr15_40300228_40300396_+	EIF2AK4	-0.02	-0.015	0	0.3	0
chr19_16763416_16763772_-	SMIM7	0.06	0.075	0.89	0.73	0
chr3_52561845_52561947_-	NT5DC2	-0.03	-0.025	-0.1	0.34	0
chr1_145322124_145322175_+	NBPF10	-0.1	-0.065	-0.49	0.51	0
chr6_52548876_52548963_+	TMEM14A	-0.02	-0.015	0	0.3	0
chr16_1733510_1733593_+	HN1L	0.03	0.035	0.49	0.51	0
chr5_43677827_43677908_+	NNT	-0.02	-0.015	0	0.3	0
chr19_54610118_54610285_+	NDUFA3	-0.05	-0.045	-0.3	0.42	0
chr5_457004_457121_+	EXOC3	-0.09	-0.075	-0.59	0.56	0
chr10_120882981_120883081_+	FAM45A	-0.07	-0.055	-0.4	0.46	0
chr14_104095514_104095831_+	KLC1	-0.03	-0.025	-0.1	0.34	0
chr2_238991889_238991995_+	UBE2F-SCLY	0.07	0.085	0.98	0.79	0
chr15_40679360_40679419_+	KNSTRN	0.04	0.045	0.59	0.56	0
chr14_104095574_104095831_+	KLC1	-0.03	-0.025	-0.1	0.34	0
chr14_104095578_104095831_+	KLC1	-0.03	-0.025	-0.1	0.34	0
chr14_104095634_104095831_+	KLC1	-0.03	-0.025	-0.1	0.34	0
chr17_1775728_1775820_+	RPA1	0.02	0.025	0.39	0.46	0
chr14_104129039_104129258_+	KLC1	-0.13	-0.125	-1.09	0.86	0
chr13_40230254_40230412_+	COG6	0.01	0.015	0.29	0.41	0
chr14_104151323_104151373_+	KLC1	-0.11	-0.105	-0.89	0.73	0
chr13_40253675_40253757_+	COG6	-0.06	-0.055	-0.4	0.46	0
chr16_18810023_18810156_-	ARL6IP1	-0.03	-0.025	-0.1	0.34	0
chr19_55652251_55652280_-	TNNT1	-0.02	-0.005	0.1	0.34	0
chr1_155638515_155638568_-	YY1AP1	-0.05	-0.035	-0.2	0.38	0
chr3_25777495_25777640_-	NGLY1	-0.31	-0.295	-2.76	2.54	0.67
chr1_155644801_155644887_-	YY1AP1	-0.03	-0.015	0	0.3	0
chr11_111904128_111904254_+	DLAT	-0.01	-0.005	0.1	0.34	0
chr14_104153418_104153548_+	KLC1	0.25	0.265	2.76	2.54	0.67
chr19_55653225_55653425_-	TNNT1	-0.02	-0.005	0.1	0.34	0
chr19_55657802_55657822_-	TNNT1	0.03	0.035	0.49	0.51	0
chr3_56594890_56595040_+	CCDC66	-0.14	-0.115	-0.99	0.79	0
chr1_155649200_155649303_-	YY1AP1	-0.01	0.005	0.2	0.38	0
chr3_56597712_56598153_+	CCDC66	-0.03	-0.005	0.1	0.34	0
chr1_155650207_155650247_-	YY1AP1	-0.03	-0.015	0	0.3	0
chr11_111965529_111966112_+	SDHD	-0.04	-0.035	-0.2	0.38	0
chr11_111965529_111966229_+	SDHD	-0.04	-0.035	-0.2	0.38	0
chr17_18188456_18188621_-	TOP3A	-0.04	-0.025	-0.1	0.34	0
chr20_3870036_3870375_+	PANK2	-0.26	-0.235	-2.17	1.82	0.21
chr15_41072291_41072550_-	DNAJC17	0.05	0.055	0.69	0.61	0
chr1_155657862_155658266_-	YY1AP1	0.07	0.085	0.98	0.79	0
chr16_2051593_2051701_-	ZNF598	-0.04	-0.025	-0.1	0.34	0
chr20_390525_390669_+	RBCK1	0.07	0.085	0.98	0.79	0
chr3_56647639_56647778_+	CCDC66	-0.02	0.005	0.2	0.38	0
chr13_44432917_44433033_-	CCDC122	-0.06	-0.055	-0.4	0.46	0
chr10_35437300_35437419_+	CREM	-0.01	-0.005	0.1	0.34	0
chr11_113630931_113631090_-	ZW10	-0.04	-0.025	-0.1	0.34	0
chr12_122724425_122724492_-	VPS33A	-0.03	-0.025	-0.1	0.34	0
chr17_18244046_18244127_-	SHMT1	-0.02	-0.015	0	0.3	0
chr12_56692393_56692475_-	CS	0.08	0.085	0.98	0.79	0
chr2_242212176_242212301_-	HDLBP	0.01	0.015	0.29	0.41	0
chr11_113701589_113701665_-	USP28	-0.12	-0.105	-0.89	0.73	0
chr11_113701589_113701668_-	USP28	-0.16	-0.145	-1.28	1	0
chr10_35477128_35477316_+	CREM	-0.05	-0.035	-0.2	0.38	0
chr10_74968377_74968544_+	FAM149B1	-0.09	-0.065	-0.49	0.51	0
chr11_113702642_113702715_-	USP28	-0.1	-0.085	-0.69	0.61	0
chr17_63739186_63739335_-	CEP112	0.08	0.095	1.08	0.85	0
chr15_41657629_41657787_+	NUSAP1	-0.02	-0.015	0	0.3	0
chr14_105934675_105934686_+	MTA1	0.02	0.035	0.49	0.51	0
chr16_20922505_20922586_+	LYRM1	0.03	0.035	0.49	0.51	0
chr5_121311010_121311082_+	SRFBP1	-0.02	-0.015	0	0.3	0
chr7_157015948_157016045_+	UBE3C	0.02	0.025	0.39	0.46	0
chr5_121362637_121364314_+	SRFBP1	0.02	0.025	0.39	0.46	0
chr17_64187777_64187987_-	CEP112	-0.03	-0.025	-0.1	0.34	0
chr15_41745099_41745246_+	RTF1	-0.02	-0.015	0	0.3	0
chr17_643745_643826_+	FAM57A	0.15	0.165	1.77	1.42	0
chr17_643745_643840_+	FAM57A	0.12	0.135	1.48	1.16	0
chr12_102467967_102468245_-	NUP37	-0.08	-0.075	-0.59	0.56	0
chr8_94739359_94739472_+	FAM92A1	0.02	0.025	0.39	0.46	0
chr3_57857363_57857425_+	SLMAP	-0.1	-0.085	-0.69	0.61	0
chr8_95390796_95390862_-	FSBP	-0.05	-0.035	-0.2	0.38	0
chr8_95399212_95399387_-	RAD54B	-0.02	-0.005	0.1	0.34	0
chr8_95399212_95399387_-	FSBP	-0.02	-0.005	0.1	0.34	0
chr3_57881966_57882098_+	SLMAP	0.13	0.145	1.58	1.24	0
chr8_95444175_95444884_-	FSBP	0.12	0.125	1.38	1.08	0
chr8_95444839_95444884_-	RAD54B	0.24	0.255	2.66	2.41	0.58
chr8_95448723_95449170_-	FSBP	0.01	0.025	0.39	0.46	0
chr12_102544042_102544149_+	PARPBP	0.08	0.095	1.08	0.85	0
chrX_13733956_13734208_-	TRAPPC2	-0.2	-0.185	-1.68	1.33	0
chr2_24277343_24277410_+	FKBP1B	0.1	0.115	1.28	1	0
chr1_146038990_146039162_-	NBPF11	-0.08	-0.045	-0.3	0.42	0
chr19_37733371_37733652_+	ZNF383	-0.15	-0.125	-1.09	0.86	0
chr20_44048776_44048863_+	PIGT	-0.03	-0.015	0	0.3	0
chr12_123641183_123641455_-	MPHOSPH9	-0.05	-0.035	-0.2	0.38	0
chr19_19638816_19639006_+	NDUFA13	-0.06	-0.055	-0.4	0.46	0
chr19_19638816_19639013_+	NDUFA13	-0.06	-0.055	-0.4	0.46	0
chr15_42852980_42853068_+	HAUS2	0.3	0.315	3.25	3.24	1.14
chrX_13781864_13781974_+	OFD1	0.01	0.035	0.49	0.51	0
chr3_127842427_127842667_-	RUVBL1	-0.05	-0.045	-0.3	0.42	0
chr17_19558594_19558700_+	ALDH3A2	0.02	0.025	0.39	0.46	0
chr1_33402046_33402860_-	RNF19B	-0.04	-0.025	-0.1	0.34	0
chr12_10366435_10366786_+	GABARAPL1	0.14	0.165	1.77	1.42	0
chr12_57682792_57682823_-	R3HDM2	-0.11	-0.105	-0.89	0.73	0
chr1_156011944_156012027_-	UBQLN4	-0.02	-0.015	0	0.3	0
chr14_21840628_21840876_-	SUPT16H	0.11	0.115	1.28	1	0
chr17_19576520_19576588_+	ALDH3A2	0.03	0.035	0.49	0.51	0
chr5_884053_884185_-	BRD9	-0.03	-0.015	0	0.3	0
chr11_118428453_118428605_-	IFT46	-0.07	-0.055	-0.4	0.46	0
chr17_19813239_19813291_-	AKAP10	-0.03	-0.015	0	0.3	0
chr3_128603518_128603589_+	ACAD9	-0.2	-0.185	-1.68	1.33	0
chr8_96046236_96046350_+	NDUFAF6	0.31	0.335	3.45	3.55	1.37
chr14_21967450_21967515_-	METTL3	-0.03	-0.025	-0.1	0.34	0
chr12_104481764_104481816_+	HCFC2	-0.05	-0.035	-0.2	0.38	0
chr15_43628824_43628884_+	ADAL	-0.06	-0.055	-0.4	0.46	0
chr3_128624964_128625092_+	ACAD9	-0.04	-0.025	-0.1	0.34	0
chr1_156209339_156209642_+	PMF1	-0.05	-0.045	-0.3	0.42	0
chr1_156209339_156209831_+	PMF1	-0.05	-0.045	-0.3	0.42	0
chr17_19845139_19845223_-	AKAP10	-0.02	-0.005	0.1	0.34	0
chr1_156242111_156242189_-	SMG5	-0.08	-0.055	-0.4	0.46	0
chr17_19850720_19850818_-	AKAP10	-0.02	-0.015	0	0.3	0
chr19_58758112_58758160_+	ZNF544	-0.02	-0.015	0	0.3	0
chr5_93985159_93985302_+	ANKRD32	-0.02	-0.005	0.1	0.34	0
chr18_9593766_9593872_-	PPP4R1	-0.06	-0.045	-0.3	0.42	0
chr3_71021706_71021827_-	FOXP1	0.01	0.015	0.29	0.41	0
chr10_126799559_126799662_-	CTBP2	0.09	0.095	1.08	0.85	0
chr6_79735236_79735336_-	PHIP	-0.03	-0.015	0	0.3	0
chr12_105570654_105570794_-	APPL2	-0.05	-0.045	-0.3	0.42	0
chr2_26467763_26467858_+	HADHB	-0.05	-0.045	-0.3	0.42	0
chr17_20109053_20109225_+	SPECC1	-0.09	-0.085	-0.69	0.61	0
chr17_20109109_20109225_+	SPECC1	-0.09	-0.085	-0.69	0.61	0
chr19_47240080_47240158_-	STRN4	-0.04	-0.035	-0.2	0.38	0
chr11_118962123_118962236_+	HMBS	-0.02	-0.005	0.1	0.34	0
chr11_118962123_118962250_+	HMBS	-0.03	-0.015	0	0.3	0
chr15_43986075_43986397_+	CKMT1A	-0.12	-0.115	-0.99	0.79	0
chr17_686323_686567_+	RNMTL1	0.01	0.025	0.39	0.46	0
chr17_708308_708487_-	NXN	0.06	0.065	0.79	0.67	0
chr1_156712630_156713247_-	HDGF	-0.06	-0.055	-0.4	0.46	0
chr19_59056792_59056904_+	TRIM28	-0.03	-0.025	-0.1	0.34	0
chr1_156713137_156713247_-	HDGF	-0.06	-0.055	-0.4	0.46	0
chr19_59066232_59066340_-	CHMP2A	0.03	0.035	0.49	0.51	0
chr3_129151941_129152090_-	MBD4	-0.11	-0.095	-0.79	0.67	0
chr8_99466923_99468228_-	STK3	-0.03	-0.025	-0.1	0.34	0
chr3_129152905_129152979_-	MBD4	-0.08	-0.065	-0.49	0.51	0
chr15_44046022_44046100_+	PDIA3	-0.03	-0.025	-0.1	0.34	0
chr3_87302862_87303076_+	CHMP2B	-0.03	-0.025	-0.1	0.34	0
chr5_94861102_94861168_-	TTC37	-0.03	-0.015	0	0.3	0
chr5_94861102_94861205_-	TTC37	-0.02	-0.005	0.1	0.34	0
chr1_1577023_1577181_-	CDK11B	-0.02	-0.005	0.1	0.34	0
chr17_7125271_7125400_+	ACADVL	-0.06	-0.045	-0.3	0.42	0
chr3_8922948_8923143_-	RAD18	-0.04	-0.025	-0.1	0.34	0
chr17_7126517_7126556_+	ACADVL	-0.01	0.005	0.2	0.38	0
chr3_8944064_8944082_-	RAD18	0.04	0.055	0.69	0.61	0
chr10_13246219_13246364_+	MCM10	-0.01	-0.005	0.1	0.34	0
chr17_7127961_7128033_+	ACADVL	0.07	0.085	0.98	0.79	0
chr10_13330360_13330541_-	PHYH	0.02	0.025	0.39	0.46	0
chr12_58189960_58190549_+	TSFM	0.06	0.065	0.79	0.67	0
chr12_58189960_58190517_+	TSFM	0.06	0.065	0.79	0.67	0
chr6_83667031_83667169_-	UBE3D	0.01	0.025	0.39	0.46	0
chr12_58189960_58191370_+	TSFM	0.06	0.065	0.79	0.67	0
chr17_7149345_7149456_-	CTDNEP1	-0.02	-0.015	0	0.3	0
chr17_26687174_26687261_+	TMEM199	0.08	0.085	0.98	0.79	0
chr1_36605321_36605420_-	TRAPPC3	0.04	0.045	0.59	0.56	0
chr20_49520426_49520853_-	ADNP	-0.04	-0.035	-0.2	0.38	0
chr19_38708100_38708231_-	DPF1	-0.05	-0.045	-0.3	0.42	0
chr10_13386758_13387028_-	SEPHS1	0.02	0.025	0.39	0.46	0
chr5_95150267_95150511_-	GLRX	0.01	0.015	0.29	0.41	0
chr11_125333380_125333466_-	FEZ1	0.04	0.045	0.59	0.56	0
chr3_9478534_9478572_+	SETD5	0.03	0.045	0.59	0.56	0
chr3_9701310_9701493_+	MTMR14	0.1	0.115	1.28	1	0
chr12_109051080_109051199_-	CORO1C	0.02	0.025	0.39	0.46	0
chr1_160194852_160194909_-	DCAF8	-0.24	-0.225	-2.07	1.72	0.14
chr1_160213750_160213824_-	DCAF8	0.04	0.055	0.69	0.61	0
chr12_58340778_58340859_+	XRCC6BP1	0.08	0.085	0.98	0.79	0
chr1_160231075_160231148_-	DCAF8	-0.06	-0.045	-0.3	0.42	0
chr19_23845834_23845960_-	ZNF675	0.03	0.035	0.49	0.51	0
chr11_125765119_125765684_-	PUS3	-0.02	-0.005	0.1	0.34	0
chr12_109527814_109528012_-	ALKBH2	0.13	0.135	1.48	1.16	0
chr5_137281591_137281686_-	FAM13B	-0.02	0.015	0.29	0.41	0
chr9_103092213_103092451_-	TEX10	-0.03	-0.015	0	0.3	0
chr3_97670996_97671096_-	MINA	0.12	0.125	1.38	1.08	0
chr11_126136082_126136173_-	SRPR	-0.05	-0.035	-0.2	0.38	0
chr16_277241_277335_-	LUC7L	0.17	0.185	1.97	1.61	0.08
chr16_277241_277685_-	LUC7L	0.2	0.215	2.27	1.94	0.27
chr1_3789578_3789608_+	DFFB	0.02	0.035	0.49	0.51	0
chr1_160253320_160253429_-	PEX19	-0.03	-0.025	-0.1	0.34	0
chr3_132384667_132384712_+	UBA5	-0.06	-0.045	-0.3	0.42	0
chrX_154019258_154019343_-	MPP1	-0.01	-0.005	0.1	0.34	0
chrX_154020044_154020122_-	MPP1	-0.02	-0.015	0	0.3	0
chr16_28123138_28123327_-	XPO6	-0.02	-0.005	0.1	0.34	0
chr9_106857605_106857833_+	SMC2	0.03	0.035	0.49	0.51	0
chr2_27911567_27911634_+	SLC4A1AP	-0.05	-0.045	-0.3	0.42	0
chrX_154293212_154293643_-	CMC4	0.08	0.085	0.98	0.79	0
chr9_106898149_106898179_+	SMC2	0.01	0.015	0.29	0.41	0
chr16_28188541_28188653_-	XPO6	0.07	0.085	0.98	0.79	0
chr19_7997512_7997636_-	TIMM44	-0.03	-0.015	0	0.3	0
chr11_129993507_129993674_+	APLP2	0.07	0.075	0.89	0.73	0
chr19_30462100_30462134_+	URI1	-0.19	-0.175	-1.58	1.24	0
chr19_30471066_30471157_+	URI1	0.02	0.035	0.49	0.51	0
chr12_66345163_66352634_+	HMGA2	0.02	0.025	0.39	0.46	0
chr17_73204622_73204715_+	NUP85	0.03	0.035	0.49	0.51	0
chr12_66532525_66532549_-	TMBIM4	-0.05	-0.035	-0.2	0.38	0
chr19_30496558_30496613_+	URI1	-0.04	-0.025	-0.1	0.34	0
chr17_27183523_27183703_+	ERAL1	0.04	0.045	0.59	0.56	0
chr1_161089299_161089402_+	NIT1	-0.03	-0.025	-0.1	0.34	0
chr5_137661504_137661593_-	CDC25C	0.09	0.105	1.18	0.92	0
chr13_73547729_73547813_+	PIBF1	-0.12	-0.105	-0.89	0.73	0
chr13_73590007_73590591_+	PIBF1	0.02	0.035	0.49	0.51	0
chr1_237037073_237037140_+	MTR	-0.02	-0.015	0	0.3	0
chr1_237038026_237038146_+	MTR	-0.02	-0.015	0	0.3	0
chr19_3062172_3062408_-	AES	0.02	0.025	0.39	0.46	0
chr20_57246210_57246340_+	STX16	-0.04	-0.025	-0.1	0.34	0
chr11_134118703_134118853_-	THYN1	-0.01	-0.005	0.1	0.34	0
chr17_27212875_27212965_-	FLOT2	0.1	0.105	1.18	0.92	0
chr18_23895193_23895362_+	TAF4B	-0.08	-0.065	-0.49	0.51	0
chr15_49574184_49574282_+	GALK2	0.05	0.065	0.79	0.67	0
chr10_15172141_15172311_-	NMT2	-0.04	-0.035	-0.2	0.38	0
chr12_6761828_6761936_-	ING4	0.05	0.065	0.79	0.67	0
chr12_110565165_110565329_+	IFT81	-0.05	-0.045	-0.3	0.42	0
chr12_110565851_110565954_+	IFT81	-0.05	-0.045	-0.3	0.42	0
chr12_6762396_6762562_-	ING4	-0.21	-0.195	-1.78	1.43	0
chr17_28444320_28444350_+	NSRP1	0.17	0.185	1.97	1.61	0.08
chr2_30378716_30378776_+	YPEL5	0.01	0.025	0.39	0.46	0
chr3_9847894_9848789_+	ARPC4	-0.47	-0.455	-4.34	5.15	2.61
chrX_16657270_16657366_-	CTPS2	-0.02	-0.015	0	0.3	0
chr17_28483558_28483680_+	NSRP1	0.13	0.145	1.58	1.24	0
chr17_28490085_28490180_+	NSRP1	0.06	0.075	0.89	0.73	0
chr14_24702104_24702183_+	GMPR2	-0.11	-0.105	-0.89	0.73	0
chr14_24702154_24702183_+	GMPR2	-0.11	-0.105	-0.89	0.73	0
chr7_94252637_94252709_-	SGCE	-0.02	-0.005	0.1	0.34	0
chr17_73789524_73790205_+	UNK	-0.01	0.005	0.2	0.38	0
chr17_28817144_28817209_+	GOSR1	-0.14	-0.125	-1.09	0.86	0
chr3_137882620_137882700_-	DBR1	-0.01	-0.005	0.1	0.34	0
chr11_14541843_14541890_-	PSMA1	-0.23	-0.215	-1.97	1.61	0.08
chr15_50733546_50733690_+	USP8	-0.11	-0.095	-0.79	0.67	0
chr7_94273918_94273979_-	SGCE	0.09	0.105	1.18	0.92	0
chr19_34687539_34687571_+	LSM14A	-0.04	-0.035	-0.2	0.38	0
chr3_137947760_137947852_+	ARMC8	-0.05	-0.045	-0.3	0.42	0
chr11_14901682_14902314_-	CYP2R1	-0.04	-0.025	-0.1	0.34	0
chr2_32530558_32530935_+	YIPF4	0.2	0.215	2.27	1.94	0.27
chr19_34895732_34895895_+	PDCD2L	-0.11	-0.095	-0.79	0.67	0
chr12_51157861_51158090_+	ATF1	-0.05	-0.045	-0.3	0.42	0
chr19_50172108_50172194_+	BCL2L12	-0.03	-0.015	0	0.3	0
chr1_117632677_117632830_+	TTF2	-0.06	-0.045	-0.3	0.42	0
chr6_36447368_36447488_+	KCTD20	-0.06	-0.045	-0.3	0.42	0
chr11_62123797_62123939_+	ASRGL1	-0.37	-0.355	-3.35	3.39	1.25
chr14_31058589_31058690_+	G2E3	-0.03	-0.015	0	0.3	0
chr2_32891702_32891835_+	TTC27	-0.03	-0.015	0	0.3	0
chr17_30200692_30200772_-	UTP6	0.01	0.025	0.39	0.46	0
chr5_139914947_139915123_+	ANKHD1	-0.04	-0.025	-0.1	0.34	0
chr20_61910251_61910347_+	ARFGAP1	-0.04	-0.025	-0.1	0.34	0
chr12_69207334_69207408_+	MDM2	0.01	0.015	0.29	0.41	0
chr12_69210592_69210618_+	MDM2	-0.02	-0.015	0	0.3	0
chr19_9694862_9695024_-	ZNF121	0.05	0.055	0.69	0.61	0
chr20_62236096_62236193_-	GMEB2	-0.03	-0.015	0	0.3	0
chr6_10755375_10756043_+	TMEM14B	0.07	0.075	0.89	0.73	0
chr12_6964565_6964690_+	USP5	0.02	0.025	0.39	0.46	0
chr9_114345752_114345869_-	PTGR1	-0.01	-0.005	0.1	0.34	0
chr6_10756700_10757214_+	TMEM14B	-0.05	-0.045	-0.3	0.42	0
chr14_31107331_31107379_+	SCFD1	-0.05	-0.035	-0.2	0.38	0
chr9_114405119_114405374_+	DNAJC25	0.33	0.365	3.75	4.05	1.77
chr12_111080054_111080194_+	TCTN1	-0.08	-0.055	-0.4	0.46	0
chr20_62514072_62514173_+	TPD52L2	-0.04	-0.025	-0.1	0.34	0
chr3_139092508_139092650_-	COPB2	-0.07	-0.065	-0.49	0.51	0
chr3_140685190_140685276_+	SLC25A36	0.4	0.415	4.24	4.95	2.47
chr3_140685776_140685878_+	SLC25A36	0.13	0.145	1.58	1.24	0
chr17_30358397_30358477_+	LRRC37B	-0.05	-0.015	0	0.3	0
chr1_1653035_1653150_-	CDK11A	0.01	0.025	0.39	0.46	0
chr1_1654027_1654270_-	CDK11A	0.06	0.075	0.89	0.73	0
chr1_1654147_1654270_-	CDK11A	0.03	0.045	0.59	0.56	0
chr5_140075688_140075786_+	HARS2	-0.11	-0.095	-0.79	0.67	0
chr11_18359656_18359821_+	GTF2H1	-0.05	-0.025	-0.1	0.34	0
chr12_111920591_111920635_-	ATXN2	0.1	0.115	1.28	1	0
chr6_99328429_99328500_-	FBXL4	0.08	0.085	0.98	0.79	0
chr6_108768417_108768499_+	LACE1	-0.16	-0.145	-1.28	1	0
chr1_165649724_165649920_-	ALDH9A1	-0.02	-0.015	0	0.3	0
chr1_41618271_41618413_-	SCMH1	-0.01	0.005	0.2	0.38	0
chr19_3576890_3577105_+	HMG20B	-0.03	-0.015	0	0.3	0
chr17_30538135_30538454_+	RHOT1	0.05	0.055	0.69	0.61	0
chr14_31388172_31388312_-	STRN3	-0.11	-0.095	-0.79	0.67	0
chr14_31398407_31398517_-	STRN3	-0.09	-0.085	-0.69	0.61	0
chr17_30689933_30690003_+	ZNF207	-0.01	-0.005	0.1	0.34	0
chr1_165865427_165865569_+	UCK2	-0.01	0.005	0.2	0.38	0
chr1_165872419_165872516_+	UCK2	0.01	0.015	0.29	0.41	0
chr12_70189042_70189124_+	RAB3IP	-0.01	0.005	0.2	0.38	0
chr12_112223071_112223150_+	ALDH2	-0.03	-0.025	-0.1	0.34	0
chrX_23886710_23886805_-	APOO	-0.02	-0.015	0	0.3	0
chrX_23886773_23886805_-	APOO	-0.04	-0.035	-0.2	0.38	0
chr12_70195389_70195501_+	RAB3IP	-0.1	-0.085	-0.69	0.61	0
chr12_112303960_112304035_+	MAPKAPK5	-0.03	-0.015	0	0.3	0
chr1_167745301_167745403_+	MPZL1	0.19	0.205	2.17	1.82	0.21
chr1_16776620_16776736_+	NECAP2	0.03	0.035	0.49	0.51	0
chr21_27107695_27107889_+	GABPA	-0.07	-0.065	-0.49	0.51	0
chr16_29473046_29473084_+	SULT1A4	-0.18	-0.145	-1.28	1	0
chr21_27121347_27121431_+	GABPA	-0.03	-0.025	-0.1	0.34	0
chr17_7530681_7530732_-	SAT2	-0.09	-0.075	-0.59	0.56	0
chr1_167906056_167906246_+	DCAF6	-0.04	-0.025	-0.1	0.34	0
chr3_141747421_141747507_-	TFDP2	0.04	0.045	0.59	0.56	0
chr9_123955639_123955697_-	RAB14	-0.02	-0.015	0	0.3	0
chr2_10784446_10784498_-	NOL10	0.03	0.045	0.59	0.56	0
chr7_99159972_99160117_+	ZNF655	-0.04	-0.015	0	0.3	0
chr3_14209757_14209776_-	XPC	-0.09	-0.075	-0.59	0.56	0
chr15_56683441_56683616_+	TEX9	-0.04	-0.025	-0.1	0.34	0
chr21_30336899_30337088_-	LTN1	0.23	0.245	2.56	2.28	0.49
chr14_35263955_35264093_-	BAZ1A	-0.04	-0.035	-0.2	0.38	0
chr12_27523062_27523163_+	ARNTL2	0.05	0.055	0.69	0.61	0
chr1_1685500_1685647_-	NADK	-0.55	-0.525	-5.03	6.61	3.75
chr14_35331250_35331528_-	BAZ1A	0.06	0.065	0.79	0.67	0
chr11_20419123_20419267_+	PRMT3	-0.14	-0.125	-1.09	0.86	0
chr14_35482552_35482640_+	SRP54	-0.03	-0.025	-0.1	0.34	0
chr11_238998_239076_+	PSMD13	-0.06	-0.055	-0.4	0.46	0
chr7_99169868_99172029_+	ZNF655	-0.09	-0.065	-0.49	0.51	0
chr14_35519990_35520074_+	FAM177A1	-0.01	-0.005	0.1	0.34	0
chr9_125588895_125589031_-	PDCL	0.03	0.035	0.49	0.51	0
chr9_125588895_125589071_-	PDCL	0.02	0.025	0.39	0.46	0
chr9_125733944_125734231_+	RABGAP1	0.03	0.045	0.59	0.56	0
chr2_10937826_10937883_-	PDIA6	-0.02	-0.015	0	0.3	0
chr19_36001281_36001354_-	DMKN	0.02	0.035	0.49	0.51	0
chr18_39605295_39607512_+	PIK3C3	-0.03	-0.015	0	0.3	0
chr19_36001281_36001410_-	DMKN	0.03	0.045	0.59	0.56	0
chr18_39613806_39613921_+	PIK3C3	-0.03	-0.015	0	0.3	0
chr17_34171939_34172042_+	TAF15	-0.02	-0.015	0	0.3	0
chr19_14580564_14580626_+	PKN1	-0.02	-0.015	0	0.3	0
chr14_102701702_102701761_-	MOK	-0.02	-0.005	0.1	0.34	0
chr12_72314511_72314627_+	TBC1D15	-0.03	-0.015	0	0.3	0
chr12_7354837_7354947_+	PEX5	-0.06	-0.045	-0.3	0.42	0
chr1_16903812_16903914_-	NBPF1	-0.07	-0.045	-0.3	0.42	0
chr15_58968342_58968492_-	ADAM10	0.02	0.025	0.39	0.46	0
chr2_110303037_110303119_-	SEPT10	-0.04	-0.025	-0.1	0.34	0
chr17_34747966_34748118_-	TBC1D3H	0.05	0.095	1.08	0.85	0
chr5_37605166_37605340_+	WDR70	-0.01	-0.005	0.1	0.34	0
chr1_144897997_144903204_-	PDE4DIP	-0.34	-0.325	-3.06	2.96	0.95
chr17_34752710_34752817_-	TBC1D3H	-0.1	-0.055	-0.4	0.46	0
chr1_16915344_16915558_-	NBPF1	-0.16	-0.135	-1.18	0.92	0
chr11_93462600_93462696_+	KIAA1731	-0.02	0.005	0.2	0.38	0
chr16_30106424_30106467_-	YPEL3	-0.07	-0.065	-0.49	0.51	0
chr19_36236026_36236077_-	U2AF1L4	0.03	0.055	0.69	0.61	0
chr1_16916394_16916496_-	NBPF1	-0.14	-0.115	-0.99	0.79	0
chr19_36236026_36236113_-	U2AF1L4	0.02	0.045	0.59	0.56	0
